,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,sex_2,race_2,race_3
1844,1951,3,2,2,3,25.0,27.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,195101,1951,3,2,1995,195101,2.0,-7,-7,-7,-7,51000,-7,-7,18000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,1,4,1,4,2,2,2,1,3,3,-7,25,35.0,16.0,1,0,1
1845,1951,3,2,2,3,25.0,27.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,195102,1951,3,1,1997,195102,1.0,-7,-7,-7,-7,15000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,0,0,0,0,0,0,3,0,0,0,0,1,1,2,1,3,2,3,2,3,2,1,3,-7,-7,23,27.0,16.0,0,0,1
1846,1953,3,2,2,3,30.0,23.0,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,195301,1953,3,1,1993,195301,3.0,-7,-7,-7,-7,75000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,0,0,1
1849,1954,3,2,3,3,23.0,27.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,195402,1954,3,2,1987,195402,1.0,2,4,-7,-7,52000,-7,-7,-7,-7,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,3,1,3,1,3,3,1,3,-7,2,33,24.0,13.0,1,0,1
1850,1954,3,2,3,3,23.0,27.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,195403,1954,3,1,1996,195403,3.0,-7,-7,-7,-7,20012,-7,-7,-7,-7,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3,0,2,0,2,2,2,1,2,2,0,0,1,1,1,1,4,1,4,1,4,3,1,4,-7,-7,24,24.0,19.0,0,0,1
1851,1960,3,2,2,2,22.0,23.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,196001,1960,3,2,1987,196001,2.0,-7,-7,-7,-7,23000,-7,-7,60000,-7,2.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,4,1,4,1,4,1,4,3,1,3,-7,9,33,36.0,16.0,1,0,1
1852,1960,3,2,2,2,22.0,23.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,196002,1960,3,2,1997,196002,1.0,-7,-7,-7,-7,35000,-7,-7,-7,-7,1.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,0,1,1,1,0,2,2,0,1,1,0,1,1,2,1,3,1,3,2,2,1,1,3,-7,-7,24,27.0,17.0,1,0,1
1855,1965,3,2,3,3,23.0,30.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,196501,1965,3,1,1979,196501,1.0,2,-7,-7,-7,204398,-7,-7,35000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,41,28.0,16.0,0,0,1
1857,1972,2,2,2,3,25.0,30.0,5,-4,-4,-4,-4,-4,-4,-4,-5,-5,197201,1972,2,1,1991,197201,2.0,-7,-7,-7,-7,480,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,1,0
1861,1980,3,2,4,4,23.0,22.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,198002,1980,3,1,1986,198002,3.0,-7,-7,-7,-7,87000,-7,-7,10000,-7,1.0,1.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,4,2,3,2,2,3,2,2,-7,9,34,26.0,16.0,0,0,1
1868,1993,3,2,1,2,24.0,29.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,199303,1993,3,2,1992,199303,1.0,1,-7,-7,-7,25000,-7,-7,30000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,0,1
1869,1994,3,2,2,3,29.0,26.0,-5,-5,-5,-5,-5,-5,6,-4,-4,-4,199401,1994,3,1,1979,199401,2.0,2,-7,-7,-7,204398,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,2,0,0,0,1,2,3,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,41,28.0,16.0,0,0,1
1870,1994,3,2,2,3,29.0,26.0,-5,-5,-5,-5,-5,-5,6,-4,-4,-4,199402,1994,3,2,1983,199402,1.0,3,-7,-7,-7,86000,-7,-7,12000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,2,1,4,2,2,2,2,3,4,9,37,26.0,16.0,1,0,1
1871,1995,3,2,4,4,24.0,20.0,6,-4,-4,-4,-4,-4,-5,-4,-4,-4,199501,1995,3,2,1999,199501,2.0,-7,-7,-7,-7,25000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,1,1,1,0,1,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,21,28.0,16.0,1,0,1
1872,1995,3,2,4,4,24.0,20.0,6,-4,-4,-4,-4,-4,-5,-4,-4,-4,199502,1995,3,2,2003,199502,1.0,-7,-7,-7,-7,50,-7,-7,-7,-7,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3,0,0,2,0,2,2,2,0,2,2,0,1,2,2,2,3,2,4,3,3,2,2,3,-7,-7,17,25.0,19.0,1,0,1
1875,1997,3,2,3,4,22.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,199703,1997,3,2,1990,199703,1.0,-7,-7,-7,-7,65000,-7,-7,30000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,1
1876,1997,3,2,3,4,22.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,199704,1997,3,2,1993,199704,3.0,2,-7,-7,-7,45000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,1
1879,2002,3,2,3,3,-3.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,200203,2002,3,1,1982,200203,1.0,3,-7,-7,-7,38000,-7,-7,80000,-7,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,3,1,4,2,2,2,1,3,6,9,38,33.0,14.0,0,0,1
1881,2002,3,2,3,3,-3.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,200205,2002,3,2,1987,200205,2.0,1,-7,-7,-7,12089,-7,-7,0,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,2,3,1,4,2,3,3,1,3,-7,9,33,32.0,13.0,1,0,1
1883,2002,3,2,3,3,-3.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,200207,2002,3,1,1992,200207,1.0,-7,-7,-7,-7,50000,-7,-7,5000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
1885,2002,3,2,3,3,-3.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,200209,2002,3,2,1995,200209,1.0,-7,-7,-7,-7,0,-7,-7,0,-7,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,3,3,3,3,3,2,3,7,-7,25,26.0,16.0,1,0,1
1886,2002,3,2,3,3,-3.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,200210,2002,3,2,1997,200210,1.0,-7,-7,-7,-7,6000,-7,-7,15000,-7,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,0,0,0,0,0,0,3,0,0,0,0,1,2,2,2,3,2,3,2,3,3,2,3,-7,-7,23,28.0,15.0,1,0,1
1892,2009,3,2,1,2,18.0,18.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,200901,2009,3,1,1993,200901,2.0,1,2,-7,-7,30000,-7,-7,27000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,0,0,1
1893,2009,3,2,1,2,18.0,18.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,200902,2009,3,1,1996,200902,2.0,-7,-7,-7,-7,-2,1,-7,-7,-7,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4,1,2,2,3,0,3,3,2,2,0,0,2,4,2,2,4,2,4,-2,-2,2,2,3,-7,-7,25,33.0,22.0,0,0,1
1894,2012,3,2,4,3,24.0,24.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,201201,2012,3,1,1982,201201,2.0,-7,-7,-7,-7,89700,-7,-7,54000,-7,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,2,3,3,2,2,4,-2,38,27.0,18.0,0,0,1
1898,2013,3,2,3,3,22.0,28.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,201302,2013,3,1,1987,201302,1.0,2,-7,-7,-7,3000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,1,0,1,3,0,0,0,0,1,1,1,1,3,1,4,2,3,2,1,3,-7,-7,34,28.0,16.0,0,0,1
1900,2016,3,2,3,4,26.0,21.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,201602,2016,3,1,1993,201602,2.0,-7,-7,-7,-7,66000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,0,0,1
1906,2030,3,2,2,2,24.0,25.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,203001,2030,3,1,1999,203001,1.0,-7,-7,-7,-7,12000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,21,28.0,16.0,0,0,1
1911,2042,3,2,3,3,29.0,29.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,204201,2042,3,1,1993,204201,2.0,1,-7,-7,-7,38000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,0,0,1
1912,2042,3,2,3,3,29.0,29.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,204202,2042,3,1,2001,204202,2.0,1,-7,-7,-7,8000,-7,5000,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,1,2,0,1,2,3,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,19,28.0,16.0,0,0,1
1913,2046,3,2,2,3,17.0,19.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,204601,2046,3,2,1992,204601,1.0,2,-7,-7,-7,48000,-7,-7,45000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,1
1914,2046,3,2,2,3,17.0,19.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,204602,2046,3,2,1997,204602,1.0,3,2,1,-7,12000,-7,-7,30000,-7,1.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4,0,0,1,0,0,1,3,0,2,0,0,1,1,3,1,3,1,3,2,3,2,1,4,-7,-7,23,31.0,15.0,1,0,1
1915,2049,3,2,2,3,22.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,204901,2049,3,2,1992,204901,1.0,3,-7,-7,-7,36000,-7,-7,50000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,1,0,1
1921,2054,3,2,2,3,27.0,27.0,-5,-5,-5,-5,-5,-5,10,-5,-5,-5,205401,2054,3,2,1978,205401,3.0,-7,-7,-7,-7,62000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,3,0,3,1,3,0,2,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42,28.0,16.0,1,0,1
1924,2054,3,2,2,3,27.0,27.0,-5,-5,-5,-5,-5,-5,10,-5,-5,-5,205404,2054,3,1,1990,205404,2.0,-7,-7,-7,-7,70000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,0,0,1
1926,2057,3,2,2,3,22.0,22.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,205702,2057,3,1,1986,205702,2.0,1,-7,-7,-7,-2,4,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,3,2,3,2,2,2,-7,9,35,27.0,17.0,0,0,1
1927,2058,2,2,2,3,22.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,205801,2058,2,2,1987,205801,2.0,-7,-7,-7,-7,0,-7,-7,-2,-7,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,1,1,3,2,3,2,2,3,2,3,-7,-7,33,29.0,15.0,1,1,0
1928,2058,2,2,2,3,22.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,205802,2058,2,2,1992,205802,2.0,-7,-7,-7,-7,82000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,1,0
1934,2066,3,2,-5,-5,22.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,206601,2066,3,2,1982,206601,1.0,-7,-7,-7,-7,-2,-2,-7,-7,-7,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,3,2,2,2,4,-7,38,27.0,17.0,1,0,1
1937,2066,3,2,-5,-5,22.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,206604,2066,3,2,1990,206604,1.0,-7,-7,-7,-7,20000,-7,-7,0,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,1,1,1,1,1,1,3,1,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,1
1942,2071,3,2,3,3,28.0,25.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,207101,2071,3,1,1991,207101,1.0,2,-7,-7,-7,75000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
1943,2071,3,2,3,3,28.0,25.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,207102,2071,3,2,1996,207102,3.0,2,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3,2,2,2,1,2,2,1,1,2,1,0,2,3,3,2,3,2,3,2,3,2,1,3,-7,-7,24,25.0,19.0,1,0,1
1944,2071,3,2,3,3,28.0,25.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,207103,2071,3,1,1996,207103,1.0,2,-7,-7,-7,19000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0,0,0,0,3,0,3,0,0,0,0,2,2,3,2,3,2,3,2,3,3,2,3,-7,-7,24,36.0,13.0,0,0,1
1945,2072,3,2,2,3,19.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,207201,2072,3,1,1986,207201,1.0,2,-7,-7,-7,50000,-7,-7,0,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,3,2,3,2,3,2,3,-7,2,34,36.0,13.0,0,0,1
1948,2073,3,2,2,3,23.0,22.0,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,207302,2073,3,1,1994,207302,3.0,2,-7,-7,-7,42000,-7,-7,-7,-7,1.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,2,3,2,4,2,2,3,2,3,7,-7,26,27.0,17.0,0,0,1
1952,2076,3,2,2,3,19.0,26.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,207601,2076,3,1,1979,207601,1.0,-7,-7,-7,-7,74000,-7,-7,8000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,3,1,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,41,28.0,16.0,0,0,1
1954,2076,3,2,2,3,19.0,26.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,207603,2076,3,2,1982,207603,1.0,-7,-7,-7,-7,38000,-7,-7,65000,5000,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,2,4,1,4,1,3,2,1,3,6,9,38,33.0,17.0,1,0,1
1957,2077,3,2,1,2,25.0,26.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,207703,2077,3,1,1975,207703,1.0,-7,-7,-7,-7,115000,-7,-7,0,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,45,28.0,16.0,0,0,1
1958,2077,3,2,1,2,25.0,26.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,207704,2077,3,1,1986,207704,2.0,2,-7,-7,-7,0,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,0,0,0,3,1,2,2,0,1,0,2,2,4,1,2,2,3,2,2,2,1,3,-7,4,35,28.0,16.0,0,0,1
1963,2083,3,2,1,2,23.0,19.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,208302,2083,3,2,1990,208302,1.0,4,3,4,-7,-2,3,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,1
1966,2094,3,2,2,3,17.0,22.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,209401,2094,3,1,1975,209401,2.0,-7,-7,-7,-7,80000,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,45,28.0,16.0,0,0,1
1968,2094,3,2,2,3,17.0,22.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,209403,2094,3,1,1978,209403,2.0,-7,-7,-7,-7,204398,-7,-7,90000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,42,28.0,16.0,0,0,1
1972,2098,3,2,2,3,24.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,209804,2098,3,1,1991,209804,2.0,-7,-7,-7,-7,-2,2,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,1,3,0,1,1,2,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,0,1
1973,2099,3,2,2,3,30.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,209901,2099,3,2,1998,209901,1.0,3,-7,-7,-7,2500,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,0,2,1,0,0,2,2,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,22,28.0,16.0,1,0,1
