,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobsatisfaction1,jobsatisfaction2,jobsatisfaction3,jobsatisfaction4,jobsatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age
1379,1460,3,2,1,2,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,146001,1460,3,1,1988,146001,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1380,1460,3,2,1,2,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,146002,1460,3,1,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1381,1460,3,2,1,2,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,146003,1460,3,2,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1382,1465,3,2,2,3,20,30,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,146501,1465,3,1,1984,146501,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1383,1467,3,2,3,4,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,146701,1467,3,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1384,1469,3,2,2,2,17,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,146901,1469,3,1,1975,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1385,1469,3,2,2,2,17,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,146902,1469,3,1,1977,146902,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1386,1469,3,2,2,2,17,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,146903,1469,3,1,1982,146903,1,-7,-7,-7,-7,84500,-7,-7,55000,-7,1,1,3,4,1,4,1,3,3,1,4,1,3,3,3,3,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,4,2,4,1,4,2,4,3,1,3,7,-7,38
1387,1470,3,2,3,3,18,20,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,147001,1470,3,2,1978,147001,1,-7,-7,-7,-7,71000,-7,-7,-2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,43
1388,1470,3,2,3,3,18,20,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,147002,1470,3,1,1979,147002,1,-7,-7,-7,-7,117000,-7,-7,50000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,41
1389,1474,3,2,4,4,26,30,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,147401,1474,3,1,1981,147401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1390,1474,3,2,4,4,26,30,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,147402,1474,3,2,1984,147402,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1391,1478,3,2,-5,-5,-5,18,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,147801,1478,3,1,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1392,1478,3,2,-5,-5,-5,18,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,147802,1478,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1393,1482,2,2,3,3,28,23,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,148201,1482,2,1,1976,148201,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1394,1482,2,2,3,3,28,23,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,148202,1482,2,2,1978,148202,2,-7,-7,-7,-7,70000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,1,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,42
1395,1482,2,2,3,3,28,23,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,148203,1482,2,2,1979,148203,2,2,-7,-7,-7,30000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,3,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2,41
1396,1484,2,2,3,3,21,30,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,148401,1484,2,1,1981,148401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1397,1489,2,2,3,3,-5,-5,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,148901,1489,2,1,1980,148901,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1398,1489,2,2,3,3,-5,-5,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,148902,1489,2,1,1984,148902,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1399,1489,2,2,3,3,-5,-5,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,148903,1489,2,1,1987,148903,2,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,2,3,2,3,3,2,2,-7,-7,34
1400,1489,2,2,3,3,-5,-5,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,148904,1489,2,2,1990,148904,1,1,2,-7,-7,30000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,3,2,2,3,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
1401,1490,2,2,2,3,23,24,7,4,5,2,0,4,-4,-4,-4,-4,149001,1490,2,2,1983,149001,2,-7,-7,-7,-7,37000,-7,-7,-7,-7,2,1,2,3,2,3,2,3,3,1,4,2,4,4,1,1,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,3,2,1,2,6,9,37
1402,1491,2,2,2,2,25,30,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,149101,1491,2,2,1980,149101,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1403,1491,2,2,2,2,25,30,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,149102,1491,2,2,1983,149102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1404,1493,3,2,2,2,21,25,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,149301,1493,3,1,1981,149301,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1405,1493,3,2,2,2,21,25,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,149302,1493,3,1,1986,149302,1,-7,-7,-7,-7,204398,-7,-7,0,-7,1,2,2,4,1,3,4,4,4,1,4,1,4,4,1,1,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,3,3,3,4,1,1,-7,-7,34
1406,1494,3,2,3,3,28,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,149401,1494,3,2,1980,149401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1407,1494,3,2,3,3,28,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,149402,1494,3,1,1984,149402,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1408,1494,3,2,3,3,28,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,149403,1494,3,1,1985,149403,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1409,1495,3,2,3,3,19,20,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,149501,1495,3,2,1977,149501,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1410,1495,3,2,3,3,19,20,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,149502,1495,3,2,1981,149502,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1411,1498,3,2,4,4,17,19,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,149801,1498,3,1,1989,149801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1412,1498,3,2,4,4,17,19,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,149802,1498,3,2,1993,149802,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1413,1499,3,2,3,3,21,20,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,149901,1499,3,2,1983,149901,1,-7,-7,-7,-7,32000,-7,-7,65000,-7,2,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,3,2,2,2,3,-7,37
1414,1499,3,2,3,3,21,20,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,149902,1499,3,1,1986,149902,1,2,3,2,-7,45000,-7,-7,50000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,3,0,0,0,0,1,1,2,1,3,2,4,2,3,3,1,1,-7,4,34
1415,1502,3,2,2,2,26,17,-5,-5,-5,-5,-5,-5,7,-5,-4,-4,150201,1502,3,1,1990,150201,1,4,1,-7,-7,37000,-7,-7,69000,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,1,0,1,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
1416,1502,3,2,2,2,26,17,-5,-5,-5,-5,-5,-5,7,-5,-4,-4,150202,1502,3,2,1992,150202,2,3,-7,-7,-7,80000,-7,-7,85000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
1417,1502,3,2,2,2,26,17,-5,-5,-5,-5,-5,-5,7,-5,-4,-4,150203,1502,3,2,1996,150203,3,-7,-7,-7,-7,58000,-7,-7,-7,-7,3,3,3,3,2,3,2,3,4,2,3,2,2,3,3,3,3,3,0,2,1,0,2,1,1,1,2,0,0,1,2,3,2,3,2,4,2,3,2,1,3,-7,-7,24
1418,1502,3,2,2,2,26,17,-5,-5,-5,-5,-5,-5,7,-5,-4,-4,150204,1502,3,2,2001,150204,2,-7,-7,-7,-7,1000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,2,2,0,0,0,3,2,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,19
1419,1507,3,2,1,3,21,25,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,150701,1507,3,1,1985,150701,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1420,1507,3,2,1,3,21,25,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,150702,1507,3,1,1992,150702,1,3,4,2,4,48000,-7,-7,5000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
1421,1512,3,2,4,4,30,26,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,151201,1512,3,1,1989,151201,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1422,1512,3,2,4,4,30,26,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,151202,1512,3,1,1992,151202,2,2,-7,-7,-7,-1,-7,-7,-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
1423,1517,2,2,2,2,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,151701,1517,2,1,1976,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1424,1517,2,2,2,2,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,151702,1517,2,2,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1425,1517,2,2,2,2,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,151703,1517,2,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1426,1519,2,2,1,2,23,-5,7,0,0,0,0,0,-4,-4,-4,-4,151901,1519,2,1,1978,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1427,1519,2,2,1,2,23,-5,7,0,0,0,0,0,-4,-4,-4,-4,151902,1519,2,2,1983,151902,1,-7,-7,-7,-7,36000,-7,-7,36000,-7,1,1,1,4,1,4,1,4,4,1,4,1,4,4,1,1,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,2,2,3,3,3,2,3,3,1,2,7,3,37
1428,1519,2,2,1,2,23,-5,7,0,0,0,0,0,-4,-4,-4,-4,151903,1519,2,1,1986,151903,1,4,-7,-7,-7,48000,-7,-7,38000,-7,2,4,1,4,1,4,1,4,4,1,4,1,4,4,4,3,3,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,1,1,1,1,4,4,4,4,1,1,3,-7,3,34
1429,1522,2,2,2,3,29,19,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,152201,1522,2,2,1989,152201,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1430,1524,2,2,3,3,20,20,8,-4,-4,-4,-4,-4,-4,-4,-5,-5,152401,1524,2,1,1980,152401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1431,1524,2,2,3,3,20,20,8,-4,-4,-4,-4,-4,-4,-4,-5,-5,152402,1524,2,1,1981,152402,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1432,1524,2,2,3,3,20,20,8,-4,-4,-4,-4,-4,-4,-4,-5,-5,152403,1524,2,1,1983,152403,3,-7,-7,-7,-7,3000,-7,-7,-7,-7,1,1,3,4,3,4,1,4,4,1,4,1,4,3,1,3,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,3,3,2,4,2,4,3,2,3,7,9,37
1433,1525,3,2,3,4,26,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,152501,1525,3,1,1976,152501,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1434,1525,3,2,3,4,26,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,152502,1525,3,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1435,1525,3,2,3,4,26,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,152503,1525,3,1,1982,152503,3,-7,-7,-7,-7,55000,-7,-7,-7,-7,2,3,2,3,3,4,2,3,3,2,3,2,3,2,3,3,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,-1,2,4,2,3,-1,3,3,1,3,6,-7,38
1436,1525,3,2,3,4,26,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,152504,1525,3,2,1984,152504,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1437,1525,3,2,3,4,26,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,152505,1525,3,1,1992,152505,2,-7,-7,-7,-7,40000,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
1438,1531,3,2,3,4,22,29,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,153101,1531,3,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1439,1532,3,2,2,3,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,153201,1532,3,2,1982,153201,4,2,-7,-7,-7,78000,-7,-7,49000,-7,2,3,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,3,4,2,3,3,2,2,2,2,5,8,39
1440,1532,3,2,2,3,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,153202,1532,3,1,1990,153202,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
